episode,frames,pipes
190,61,0
191,61,0
192,61,0
193,61,0
194,61,0
195,53,0
196,61,0
197,61,0
198,56,0
199,61,0
200,61,0
201,54,0
202,66,1
203,64,0
204,61,0
205,61,0
206,61,0
207,61,0
208,61,0
209,59,0
210,58,0
211,61,0
212,61,0
213,60,0
214,61,0
215,61,0
216,59,0
217,61,0
218,61,0
219,61,0
220,68,1
221,61,0
222,61,0
223,61,0
224,60,0
225,61,0
226,61,0
227,61,0
228,61,0
229,54,0
230,61,0
231,61,0
232,61,0
233,54,0
234,57,0
235,61,0
236,61,0
237,61,0
238,68,1
239,61,0
240,61,0
241,61,0
242,61,0
243,61,0
244,61,0
245,61,0
246,61,0
247,61,0
248,61,0
249,61,0
250,61,0
251,61,0
252,58,0
253,61,0
254,75,1
255,68,1
256,67,1
257,61,0
258,55,0
259,61,0
260,61,0
261,61,0
262,61,0
263,61,0
264,61,0
265,62,0
266,61,0
267,59,0
268,61,0
269,61,0
270,61,0
271,59,0
272,61,0
273,76,1
274,61,0
275,61,0
276,61,0
277,61,0
278,58,0
279,59,0
280,61,0
281,61,0
282,61,0
283,61,0
284,61,0
285,61,0
286,74,1
287,61,0
288,61,0
289,61,0
290,56,0
291,74,1
292,61,0
293,61,0
294,61,0
295,61,0
296,61,0
297,62,0
298,61,0
299,61,0
300,61,0
301,61,0
302,61,0
303,61,0
304,61,0
305,61,0
306,61,0
307,61,0
308,61,0
309,61,0
310,61,0
311,61,0
312,76,1
313,61,0
314,61,0
315,59,0
316,61,0
317,61,0
318,61,0
319,55,0
320,61,0
321,97,1
322,85,1
323,61,0
324,61,0
325,61,0
326,61,0
327,61,0
328,58,0
329,91,1
330,94,1
331,61,0
332,61,0
333,85,1
334,61,0
335,49,0
336,59,0
337,61,0
338,61,0
339,61,0
340,61,0
341,61,0
342,90,1
343,61,0
344,61,0
345,59,0
346,59,0
347,56,0
348,61,0
349,61,0
350,58,0
351,61,0
352,61,0
353,50,0
354,61,0
355,61,0
356,59,0
357,56,0
358,54,0
359,61,0
360,61,0
361,56,0
362,61,0
363,61,0
364,70,1
365,61,0
366,61,0
367,59,0
368,61,0
369,61,0
370,61,0
371,61,0
372,88,1
373,61,0
374,61,0
375,61,0
376,61,0
377,61,0
378,61,0
379,61,0
380,61,0
381,58,0
382,59,0
383,55,0
384,61,0
385,61,0
386,61,0
387,61,0
388,61,0
389,61,0
390,49,0
391,61,0
392,55,0
393,51,0
394,61,0
395,61,0
396,61,0
397,85,1
398,52,0
399,61,0
400,61,0
401,61,0
402,61,0
403,84,1
404,61,0
405,61,0
406,61,0
407,52,0
408,61,0
409,61,0
410,61,0
411,61,0
412,61,0
413,61,0
414,91,1
415,61,0
416,61,0
417,55,0
418,90,1
419,61,0
420,61,0
421,70,1
422,61,0
423,61,0
424,59,0
425,61,0
426,71,1
427,61,0
428,61,0
429,61,0
430,54,0
431,61,0
432,61,0
433,97,1
434,61,0
435,52,0
436,58,0
437,61,0
438,55,0
439,61,0
440,54,0
441,61,0
442,61,0
443,97,1
444,61,0
445,61,0
446,61,0
447,61,0
448,61,0
449,60,0
450,84,1
451,61,0
452,61,0
453,59,0
454,61,0
455,97,1
456,61,0
457,61,0
458,61,0
459,97,1
460,61,0
461,59,0
462,86,1
463,89,1
464,61,0
465,64,0
466,61,0
467,61,0
468,58,0
469,60,0
470,61,0
471,61,0
472,61,0
473,58,0
474,61,0
475,61,0
476,61,0
477,56,0
478,60,0
479,56,0
480,54,0
481,61,0
482,61,0
483,56,0
484,61,0
485,61,0
486,61,0
487,59,0
488,61,0
489,61,0
490,59,0
491,61,0
492,61,0
493,75,1
494,61,0
495,89,1
496,61,0
497,61,0
498,86,1
499,61,0
500,48,0
501,61,0
502,61,0
503,60,0
504,61,0
505,61,0
506,58,0
507,61,0
508,61,0
509,56,0
510,61,0
511,61,0
512,61,0
513,58,0
514,61,0
515,61,0
516,61,0
517,61,0
518,61,0
519,61,0
520,52,0
521,97,1
522,92,1
523,61,0
524,61,0
525,61,0
526,61,0
527,85,1
528,61,0
529,61,0
530,61,0
531,45,0
532,57,0
533,61,0
534,61,0
535,61,0
536,61,0
537,61,0
538,61,0
539,61,0
540,61,0
541,61,0
542,61,0
543,61,0
544,89,1
545,61,0
546,62,0
547,89,1
548,58,0
549,61,0
550,54,0
551,61,0
552,61,0
553,61,0
554,61,0
555,61,0
556,61,0
557,61,0
558,61,0
559,97,1
560,61,0
561,61,0
562,61,0
563,53,0
564,61,0
565,61,0
566,61,0
567,61,0
568,77,1
569,61,0
570,67,1
571,61,0
572,61,0
573,61,0
574,61,0
575,61,0
576,61,0
577,61,0
578,61,0
579,55,0
580,61,0
581,73,1
582,61,0
583,51,0
584,61,0
585,61,0
586,61,0
587,62,0
588,61,0
589,72,1
590,72,1
591,89,1
592,61,0
593,97,1
594,61,0
595,54,0
596,61,0
597,59,0
598,57,0
599,61,0
600,61,0
601,61,0
602,61,0
603,54,0
604,84,1
605,61,0
606,55,0
607,61,0
608,56,0
609,61,0
610,61,0
611,61,0
612,61,0
613,59,0
614,59,0
615,52,0
616,56,0
617,59,0
618,97,1
619,54,0
620,61,0
621,97,1
622,61,0
623,52,0
624,61,0
625,85,1
626,61,0
627,57,0
628,61,0
629,61,0
630,61,0
631,61,0
632,61,0
633,72,1
634,59,0
635,56,0
636,61,0
637,61,0
638,61,0
639,61,0
640,57,0
641,61,0
642,61,0
643,61,0
644,61,0
645,61,0
646,61,0
647,61,0
648,61,0
649,57,0
650,61,0
651,61,0
652,61,0
653,61,0
654,61,0
655,61,0
656,61,0
657,61,0
658,58,0
659,61,0
660,61,0
661,61,0
662,57,0
663,56,0
664,61,0
665,61,0
666,61,0
667,61,0
668,74,1
669,61,0
670,61,0
671,61,0
672,91,1
673,49,0
674,48,0
675,61,0
676,61,0
677,88,1
678,60,0
679,61,0
680,61,0
681,59,0
682,61,0
683,70,1
684,61,0
685,61,0
686,61,0
687,74,1
688,61,0
689,61,0
690,61,0
691,61,0
692,61,0
693,61,0
694,73,1
695,61,0
696,61,0
697,61,0
698,61,0
699,61,0
700,61,0
701,61,0
702,61,0
703,61,0
704,61,0
705,61,0
706,55,0
707,67,1
708,61,0
709,87,1
710,85,1
711,61,0
712,56,0
713,61,0
714,61,0
715,61,0
716,61,0
717,61,0
718,88,1
719,60,0
720,61,0
721,61,0
722,61,0
723,61,0
724,61,0
725,54,0
726,61,0
727,61,0
728,55,0
729,57,0
730,61,0
731,61,0
732,61,0
733,61,0
734,61,0
735,61,0
736,61,0
737,61,0
738,61,0
739,97,1
740,61,0
741,61,0
742,61,0
743,47,0
744,61,0
745,58,0
746,72,1
747,61,0
748,73,1
749,61,0
750,61,0
751,57,0
752,61,0
753,61,0
754,61,0
755,61,0
756,61,0
757,61,0
758,67,1
759,52,0
760,61,0
761,61,0
762,97,1
763,61,0
764,61,0
765,61,0
766,61,0
767,61,0
768,45,0
769,61,0
770,61,0
771,61,0
772,61,0
773,61,0
774,61,0
775,61,0
776,61,0
777,61,0
778,61,0
779,61,0
780,92,1
781,61,0
782,61,0
783,57,0
784,61,0
785,61,0
786,61,0
787,61,0
788,61,0
789,61,0
790,61,0
791,61,0
792,44,0
793,61,0
794,61,0
795,61,0
796,61,0
797,61,0
798,61,0
799,61,0
800,61,0
801,65,1
802,61,0
803,61,0
804,61,0
805,61,0
806,61,0
807,61,0
808,61,0
809,61,0
810,61,0
811,61,0
812,89,1
813,61,0
814,61,0
815,86,1
816,61,0
817,61,0
818,61,0
819,97,1
820,60,0
821,61,0
822,61,0
823,61,0
824,61,0
825,60,0
826,57,0
827,88,1
828,61,0
829,56,0
830,61,0
831,61,0
832,87,1
833,61,0
834,61,0
835,61,0
836,61,0
837,97,1
838,55,0
839,61,0
840,61,0
841,66,1
842,49,0
843,55,0
844,61,0
845,56,0
846,61,0
847,54,0
848,61,0
849,61,0
850,70,1
851,61,0
852,61,0
853,54,0
854,87,1
855,61,0
856,61,0
857,61,0
858,61,0
859,61,0
860,61,0
861,61,0
862,87,1
863,61,0
864,61,0
865,61,0
866,61,0
867,58,0
868,73,1
869,58,0
870,90,1
871,61,0
872,61,0
873,55,0
874,49,0
875,61,0
876,61,0
877,60,0
878,62,0
879,53,0
880,56,0
881,61,0
882,61,0
883,61,0
884,61,0
885,61,0
886,61,0
887,86,1
888,61,0
889,97,1
890,61,0
891,61,0
892,50,0
893,61,0
894,61,0
895,61,0
896,61,0
897,61,0
898,61,0
899,61,0
900,61,0
901,61,0
902,61,0
903,61,0
904,61,0
905,61,0
906,97,1
907,92,1
908,61,0
909,61,0
910,61,0
911,61,0
912,61,0
913,61,0
914,53,0
915,61,0
916,87,1
917,61,0
918,61,0
919,61,0
920,74,1
921,87,1
922,61,0
923,61,0
924,61,0
925,61,0
926,61,0
927,61,0
928,61,0
929,61,0
930,61,0
931,61,0
932,54,0
933,77,1
934,61,0
935,57,0
936,87,1
937,61,0
938,61,0
939,61,0
940,54,0
941,61,0
942,61,0
943,61,0
944,61,0
945,122,2
946,61,0
947,61,0
948,61,0
949,61,0
950,61,0
951,44,0
952,61,0
953,54,0
954,61,0
955,61,0
956,60,0
957,61,0
958,61,0
959,61,0
960,61,0
961,60,0
962,96,1
963,61,0
964,61,0
965,59,0
966,61,0
967,61,0
968,61,0
969,61,0
970,61,0
971,61,0
972,55,0
973,58,0
974,61,0
975,50,0
976,84,1
977,61,0
978,61,0
979,59,0
980,61,0
981,61,0
982,54,0
983,61,0
984,61,0
985,61,0
986,61,0
987,61,0
988,61,0
989,61,0
990,61,0
991,56,0
992,49,0
993,60,0
994,97,1
995,61,0
996,61,0
997,59,0
998,61,0
999,65,1
1000,85,1
1001,61,0
1002,75,1
1003,61,0
1004,52,0
1005,61,0
1006,61,0
1007,61,0
1008,56,0
1009,61,0
1010,61,0
1011,61,0
1012,72,1
1013,61,0
1014,59,0
1015,61,0
1016,58,0
1017,61,0
1018,56,0
1019,61,0
1020,61,0
1021,61,0
1022,61,0
1023,61,0
1024,61,0
1025,61,0
1026,60,0
1027,61,0
1028,61,0
1029,61,0
1030,61,0
1031,61,0
1032,59,0
1033,61,0
1034,46,0
1035,97,1
1036,60,0
1037,61,0
1038,61,0
1039,97,1
1040,61,0
1041,61,0
1042,92,1
1043,61,0
1044,61,0
1045,60,0
1046,97,1
1047,61,0
1048,61,0
1049,61,0
1050,88,1
1051,61,0
1052,61,0
1053,61,0
1054,61,0
1055,61,0
1056,61,0
1057,61,0
1058,91,1
1059,61,0
1060,61,0
1061,61,0
1062,61,0
1063,61,0
1064,58,0
1065,55,0
1066,59,0
1067,91,1
1068,61,0
1069,61,0
1070,60,0
1071,69,1
1072,53,0
1073,61,0
1074,61,0
1075,61,0
1076,61,0
1077,61,0
1078,61,0
1079,97,1
1080,49,0
1081,54,0
1082,61,0
1083,55,0
1084,61,0
1085,61,0
1086,77,1
1087,52,0
1088,63,0
1089,58,0
1090,61,0
1091,59,0
1092,61,0
1093,61,0
1094,61,0
1095,61,0
1096,61,0
1097,60,0
1098,90,1
1099,61,0
1100,61,0
1101,61,0
1102,91,1
1103,61,0
1104,63,0
1105,61,0
1106,61,0
1107,61,0
1108,61,0
1109,61,0
1110,61,0
1111,53,0
1112,56,0
1113,61,0
1114,61,0
1115,97,1
1116,61,0
1117,61,0
1118,61,0
1119,53,0
1120,61,0
1121,97,1
1122,61,0
1123,61,0
1124,61,0
1125,54,0
1126,61,0
1127,61,0
1128,58,0
1129,61,0
1130,61,0
1131,61,0
1132,97,1
1133,61,0
1134,61,0
1135,61,0
1136,61,0
1137,70,1
1138,59,0
1139,61,0
1140,51,0
1141,61,0
1142,61,0
1143,83,1
1144,61,0
1145,61,0
1146,70,1
1147,50,0
1148,61,0
1149,63,0
1150,61,0
1151,61,0
1152,71,1
1153,61,0
1154,61,0
1155,61,0
1156,76,1
1157,61,0
1158,61,0
1159,61,0
1160,61,0
1161,61,0
1162,97,1
1163,61,0
1164,61,0
1165,61,0
1166,61,0
1167,71,1
1168,61,0
1169,61,0
1170,61,0
1171,97,1
1172,61,0
1173,97,1
1174,61,0
1175,61,0
1176,61,0
1177,61,0
1178,61,0
1179,56,0
1180,61,0
1181,56,0
1182,61,0
1183,61,0
1184,61,0
1185,61,0
1186,97,1
1187,92,1
1188,61,0
1189,83,1
1190,61,0
1191,97,1
1192,61,0
1193,61,0
1194,61,0
1195,61,0
1196,61,0
1197,61,0
1198,61,0
1199,61,0
1200,61,0
1201,97,1
1202,61,0
1203,61,0
1204,59,0
1205,59,0
1206,61,0
1207,61,0
1208,61,0
1209,61,0
1210,61,0
1211,61,0
1212,61,0
1213,61,0
1214,61,0
1215,57,0
1216,51,0
1217,61,0
1218,61,0
1219,61,0
1220,61,0
1221,61,0
1222,61,0
1223,63,0
1224,61,0
1225,61,0
1226,61,0
1227,58,0
1228,61,0
1229,61,0
1230,61,0
1231,61,0
1232,61,0
1233,61,0
1234,61,0
1235,61,0
1236,56,0
1237,92,1
1238,61,0
1239,65,1
1240,61,0
1241,61,0
1242,61,0
1243,61,0
1244,92,1
1245,91,1
1246,61,0
1247,61,0
1248,58,0
1249,61,0
1250,50,0
1251,97,1
1252,61,0
1253,61,0
1254,92,1
1255,77,1
1256,61,0
1257,92,1
1258,61,0
1259,61,0
1260,61,0
1261,61,0
1262,61,0
1263,61,0
1264,61,0
1265,61,0
1266,61,0
1267,72,1
1268,61,0
1269,61,0
1270,61,0
1271,61,0
1272,61,0
1273,61,0
1274,61,0
1275,61,0
1276,66,1
1277,61,0
1278,61,0
1279,85,1
1280,61,0
1281,59,0
1282,55,0
1283,55,0
1284,61,0
1285,57,0
1286,61,0
1287,65,1
1288,61,0
1289,61,0
1290,61,0
1291,97,1
1292,61,0
1293,61,0
1294,61,0
1295,61,0
1296,61,0
1297,54,0
1298,61,0
1299,61,0
1300,61,0
1301,61,0
1302,61,0
1303,61,0
1304,97,1
1305,67,1
1306,53,0
1307,61,0
1308,61,0
1309,61,0
1310,61,0
1311,95,1
1312,61,0
1313,97,1
1314,61,0
1315,61,0
1316,61,0
1317,61,0
1318,61,0
1319,61,0
1320,54,0
1321,97,1
1322,61,0
1323,91,1
1324,61,0
1325,61,0
1326,61,0
1327,56,0
1328,61,0
1329,61,0
1330,61,0
1331,61,0
1332,61,0
1333,61,0
1334,61,0
1335,61,0
1336,61,0
1337,61,0
1338,61,0
1339,61,0
1340,61,0
1341,61,0
1342,89,1
1343,61,0
1344,61,0
1345,87,1
1346,52,0
1347,61,0
1348,61,0
1349,61,0
1350,61,0
1351,61,0
1352,52,0
1353,61,0
1354,64,0
1355,61,0
1356,83,1
1357,61,0
1358,61,0
1359,85,1
1360,61,0
1361,61,0
1362,61,0
1363,42,0
1364,61,0
1365,61,0
1366,61,0
1367,61,0
1368,61,0
1369,77,1
1370,61,0
1371,61,0
1372,61,0
1373,61,0
1374,56,0
1375,61,0
1376,61,0
1377,56,0
1378,61,0
1379,49,0
1380,51,0
1381,61,0
1382,61,0
1383,61,0
1384,52,0
1385,61,0
1386,54,0
1387,61,0
1388,53,0
1389,95,1
1390,55,0
1391,61,0
1392,61,0
1393,61,0
1394,61,0
1395,58,0
1396,53,0
1397,54,0
1398,61,0
1399,61,0
1400,61,0
1401,84,1
1402,84,1
1403,57,0
1404,61,0
1405,59,0
1406,59,0
1407,61,0
1408,61,0
1409,54,0
1410,61,0
1411,61,0
1412,61,0
1413,63,0
1414,61,0
1415,61,0
1416,61,0
1417,88,1
1418,85,1
1419,97,1
1420,57,0
1421,54,0
1422,61,0
1423,95,1
1424,61,0
1425,95,1
1426,61,0
1427,61,0
1428,59,0
1429,61,0
1430,56,0
1431,61,0
1432,61,0
1433,88,1
1434,88,1
1435,72,1
1436,91,1
1437,61,0
1438,66,1
1439,61,0
1440,61,0
1441,61,0
1442,61,0
1443,61,0
1444,61,0
1445,61,0
1446,61,0
1447,61,0
1448,61,0
1449,128,2
1450,48,0
1451,61,0
1452,61,0
1453,61,0
1454,61,0
1455,61,0
1456,61,0
1457,61,0
1458,61,0
1459,61,0
1460,61,0
1461,61,0
1462,87,1
1463,91,1
1464,50,0
1465,61,0
1466,61,0
1467,85,1
1468,86,1
1469,96,1
1470,61,0
1471,61,0
1472,61,0
1473,61,0
1474,61,0
1475,61,0
1476,61,0
1477,53,0
1478,61,0
1479,61,0
1480,61,0
1481,61,0
1482,61,0
1483,51,0
1484,47,0
1485,61,0
1486,61,0
1487,61,0
1488,61,0
1489,88,1
1490,61,0
1491,55,0
1492,97,1
1493,61,0
1494,61,0
1495,61,0
1496,61,0
1497,51,0
1498,71,1
1499,61,0
1500,56,0
1501,55,0
1502,71,1
1503,57,0
1504,61,0
1505,61,0
1506,49,0
1507,61,0
1508,99,1
1509,61,0
1510,50,0
1511,97,1
1512,61,0
1513,61,0
1514,45,0
1515,61,0
1516,61,0
1517,57,0
1518,70,1
1519,95,1
1520,92,1
1521,61,0
1522,52,0
1523,61,0
1524,61,0
1525,61,0
1526,61,0
1527,61,0
1528,61,0
1529,54,0
1530,61,0
1531,53,0
1532,61,0
1533,61,0
1534,61,0
1535,61,0
1536,61,0
1537,61,0
1538,61,0
1539,84,1
1540,61,0
1541,50,0
1542,61,0
1543,61,0
1544,61,0
1545,61,0
1546,61,0
1547,92,1
1548,61,0
1549,76,1
1550,61,0
1551,61,0
1552,61,0
1553,50,0
1554,61,0
1555,61,0
1556,61,0
1557,46,0
1558,61,0
1559,60,0
1560,61,0
1561,61,0
1562,51,0
1563,61,0
1564,54,0
1565,61,0
1566,61,0
1567,61,0
1568,61,0
1569,61,0
1570,54,0
1571,61,0
1572,84,1
1573,61,0
1574,97,1
1575,69,1
1576,58,0
1577,46,0
1578,61,0
1579,61,0
1580,54,0
1581,61,0
1582,61,0
1583,92,1
1584,61,0
1585,61,0
1586,61,0
1587,97,1
1588,61,0
1589,58,0
1590,61,0
1591,61,0
1592,61,0
1593,57,0
1594,61,0
1595,61,0
1596,85,1
1597,46,0
1598,53,0
1599,61,0
1600,56,0
1601,61,0
1602,61,0
1603,61,0
1604,97,1
1605,97,1
1606,59,0
1607,61,0
1608,55,0
1609,61,0
1610,113,2
1611,61,0
1612,61,0
1613,61,0
1614,61,0
1615,92,1
1616,61,0
1617,96,1
1618,61,0
1619,83,1
1620,61,0
1621,50,0
1622,61,0
1623,48,0
1624,61,0
1625,72,1
1626,61,0
1627,70,1
1628,61,0
1629,54,0
1630,87,1
1631,97,1
1632,61,0
1633,47,0
1634,86,1
1635,61,0
1636,61,0
1637,52,0
1638,59,0
1639,61,0
1640,61,0
1641,61,0
1642,61,0
1643,61,0
1644,61,0
1645,61,0
1646,61,0
1647,58,0
1648,97,1
1649,61,0
1650,61,0
1651,61,0
1652,54,0
1653,61,0
1654,61,0
1655,61,0
1656,61,0
1657,90,1
1658,60,0
1659,61,0
1660,61,0
1661,47,0
1662,61,0
1663,61,0
1664,64,0
1665,61,0
1666,61,0
1667,56,0
1668,97,1
1669,53,0
1670,61,0
1671,61,0
1672,61,0
1673,59,0
1674,59,0
1675,61,0
1676,43,0
1677,61,0
1678,61,0
1679,52,0
1680,61,0
1681,98,1
1682,59,0
1683,61,0
1684,61,0
1685,97,1
1686,61,0
1687,61,0
1688,77,1
1689,61,0
1690,61,0
1691,61,0
1692,61,0
1693,97,1
1694,61,0
1695,61,0
1696,50,0
1697,61,0
1698,53,0
1699,45,0
1700,61,0
1701,58,0
1702,61,0
1703,61,0
1704,54,0
1705,61,0
1706,58,0
1707,61,0
1708,44,0
1709,61,0
1710,59,0
1711,48,0
1712,97,1
1713,61,0
1714,61,0
1715,61,0
1716,71,1
1717,97,1
1718,61,0
1719,97,1
1720,61,0
1721,61,0
1722,85,1
1723,63,0
1724,56,0
1725,61,0
1726,61,0
1727,63,0
1728,61,0
1729,61,0
1730,61,0
1731,61,0
1732,61,0
1733,65,1
1734,54,0
1735,61,0
1736,42,0
1737,63,0
1738,61,0
1739,87,1
1740,61,0
1741,61,0
1742,50,0
1743,49,0
1744,61,0
1745,61,0
1746,54,0
1747,61,0
1748,63,0
1749,47,0
1750,87,1
1751,71,1
1752,67,1
1753,61,0
1754,61,0
1755,61,0
1756,47,0
1757,96,1
1758,50,0
1759,58,0
1760,61,0
1761,61,0
1762,57,0
1763,61,0
1764,61,0
1765,61,0
1766,61,0
1767,49,0
1768,52,0
1769,61,0
1770,97,1
1771,61,0
1772,97,1
1773,61,0
1774,61,0
1775,86,1
1776,61,0
1777,55,0
1778,61,0
1779,55,0
1780,43,0
1781,97,1
1782,45,0
1783,61,0
1784,97,1
1785,61,0
1786,52,0
1787,61,0
1788,52,0
1789,61,0
1790,61,0
1791,61,0
1792,60,0
1793,61,0
1794,61,0
1795,61,0
1796,61,0
1797,59,0
1798,58,0
1799,43,0
1800,61,0
1801,97,1
1802,51,0
1803,61,0
1804,54,0
1805,61,0
1806,97,1
1807,55,0
1808,61,0
1809,97,1
1810,88,1
1811,61,0
1812,76,1
1813,61,0
1814,61,0
1815,97,1
1816,47,0
1817,41,0
1818,97,1
1819,47,0
1820,58,0
1821,46,0
1822,61,0
1823,57,0
1824,64,0
1825,61,0
1826,61,0
1827,61,0
1828,60,0
1829,65,1
1830,61,0
1831,85,1
1832,77,1
1833,61,0
1834,56,0
1835,43,0
1836,61,0
1837,54,0
1838,97,1
1839,61,0
1840,61,0
1841,70,1
1842,61,0
1843,58,0
1844,51,0
1845,61,0
1846,61,0
1847,61,0
1848,61,0
1849,55,0
1850,49,0
1851,61,0
1852,61,0
1853,61,0
1854,61,0
1855,61,0
1856,91,1
1857,61,0
1858,61,0
1859,97,1
1860,55,0
1861,61,0
1862,54,0
1863,61,0
1864,61,0
1865,58,0
1866,59,0
1867,97,1
1868,64,0
1869,76,1
1870,73,1
1871,61,0
1872,97,1
1873,61,0
1874,61,0
1875,61,0
1876,97,1
1877,61,0
1878,97,1
1879,97,1
1880,97,1
1881,61,0
1882,63,0
1883,97,1
1884,61,0
1885,61,0
1886,61,0
1887,90,1
1888,61,0
1889,61,0
1890,61,0
1891,61,0
1892,61,0
1893,49,0
1894,71,1
1895,61,0
1896,61,0
1897,61,0
1898,57,0
1899,61,0
1900,61,0
1901,61,0
1902,61,0
1903,61,0
1904,46,0
1905,61,0
1906,59,0
1907,61,0
1908,61,0
1909,56,0
1910,70,1
1911,61,0
1912,86,1
1913,61,0
1914,61,0
1915,61,0
1916,61,0
1917,61,0
1918,61,0
1919,96,1
1920,61,0
1921,61,0
1922,61,0
1923,61,0
1924,90,1
1925,61,0
1926,61,0
1927,61,0
1928,85,1
1929,61,0
1930,61,0
1931,61,0
1932,61,0
1933,61,0
1934,61,0
1935,83,1
1936,61,0
1937,61,0
1938,91,1
1939,88,1
1940,61,0
1941,65,1
1942,61,0
1943,61,0
1944,61,0
1945,61,0
1946,61,0
1947,61,0
1948,61,0
1949,61,0
1950,61,0
1951,61,0
1952,61,0
1953,61,0
1954,61,0
1955,61,0
1956,48,0
1957,61,0
1958,61,0
1959,61,0
1960,41,0
1961,59,0
1962,61,0
1963,97,1
1964,64,0
1965,61,0
1966,61,0
1967,61,0
1968,61,0
1969,61,0
1970,52,0
1971,49,0
1972,61,0
1973,61,0
1974,61,0
1975,61,0
1976,43,0
1977,61,0
1978,61,0
1979,69,1
1980,90,1
1981,61,0
1982,61,0
1983,61,0
1984,61,0
1985,61,0
1986,43,0
1987,61,0
1988,61,0
1989,61,0
1990,61,0
1991,109,2
1992,61,0
1993,51,0
1994,61,0
1995,97,1
1996,61,0
1997,61,0
1998,54,0
1999,61,0
2000,61,0
2001,61,0
2002,61,0
2003,97,1
2004,61,0
2005,87,1
2006,61,0
2007,61,0
2008,61,0
2009,61,0
2010,60,0
2011,61,0
2012,61,0
2013,61,0
2014,61,0
2015,51,0
2016,97,1
2017,61,0
2018,61,0
2019,61,0
2020,61,0
2021,61,0
2022,61,0
2023,61,0
2024,57,0
2025,61,0
2026,174,3
2027,88,1
2028,61,0
2029,61,0
2030,61,0
2031,61,0
2032,61,0
2033,61,0
2034,61,0
2035,61,0
2036,61,0
2037,43,0
2038,97,1
2039,61,0
2040,61,0
2041,61,0
2042,61,0
2043,61,0
2044,97,1
2045,61,0
2046,58,0
2047,48,0
2048,61,0
2049,61,0
2050,61,0
2051,61,0
2052,61,0
2053,61,0
2054,61,0
2055,61,0
2056,61,0
2057,61,0
2058,61,0
2059,56,0
2060,61,0
2061,43,0
2062,61,0
2063,55,0
2064,59,0
2065,61,0
2066,61,0
2067,60,0
2068,61,0
2069,50,0
2070,61,0
2071,61,0
2072,61,0
2073,97,1
2074,61,0
2075,61,0
2076,97,1
2077,61,0
2078,61,0
2079,61,0
2080,61,0
2081,58,0
2082,59,0
2083,48,0
2084,61,0
2085,61,0
2086,174,3
2087,61,0
2088,77,1
2089,61,0
2090,61,0
2091,61,0
2092,56,0
2093,97,1
2094,61,0
2095,61,0
2096,54,0
2097,61,0
2098,61,0
2099,61,0
2100,61,0
2101,61,0
2102,61,0
2103,89,1
2104,61,0
2105,51,0
2106,61,0
2107,61,0
2108,61,0
2109,61,0
2110,61,0
2111,61,0
2112,61,0
2113,97,1
2114,58,0
2115,61,0
2116,97,1
2117,61,0
2118,97,1
2119,61,0
2120,61,0
2121,61,0
2122,84,1
2123,77,1
2124,61,0
2125,61,0
2126,61,0
2127,61,0
2128,61,0
2129,97,1
2130,64,0
2131,97,1
2132,59,0
2133,61,0
2134,61,0
2135,61,0
2136,51,0
2137,61,0
2138,97,1
